"","Strain_Type","Position","Name","Description","Species","Highest_Value","no_N","Value_minus_no_N","max_OD","growth","adjusted_value_col","derivative","max_derivative","Treatment","timepoints","maxOD_before","growth_before"
"10157",X153,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.4118,0.4253,0,0.084,1,0.01,-0.0333822550773187,0.0920159859440352,GlcNAc + C,117.045833333333,0.4118,1
"10158",X209,E9,C2R07_2,Rhodobacterales,NA,0.0778,0.0778,0,0.0301,0,0,0,0,GlcNAc + C,0,0.5327,1
"10159",X209,E9,C2R07_2,Rhodobacterales,NA,0.0875,0.083,0.00449999999999999,0.0301,0,0.00449999999999999,0,0,GlcNAc + C,3.58277777777778,0.5327,1
"10160",X209,E9,C2R07_2,Rhodobacterales,NA,0.1005,0.1147,0,0.0301,0,0,0,0,GlcNAc + C,22.2055555555556,0.5327,1
"10161",X209,E9,C2R07_2,Rhodobacterales,NA,0.1013,0.0887,0.0126,0.0301,0,0.0126,0,0,GlcNAc + C,27.5258333333333,0.5327,1
"10162",X209,E9,C2R07_2,Rhodobacterales,NA,0.1584,0.1368,0.0216,0.0301,0,0.0216,0,0,GlcNAc + C,46.0347222222222,0.5327,1
"10163",X209,E9,C2R07_2,Rhodobacterales,NA,0.1828,0.1527,0.0301,0.0301,0,0.0301,0,0,GlcNAc + C,49.9230555555556,0.5327,1
"10164",X209,E9,C2R07_2,Rhodobacterales,NA,0.5327,0.6034,0,0.0301,0,0,0,0,GlcNAc + C,117.045833333333,0.5327,1
"10165",X155,D6,C2R09,Rhodobacterales,NA,0.0759,0.0759,0,0.4658,1,0.01,NA,0.0853640051761934,GlcNAc + C,0,1.0962,1
"10166",X155,D6,C2R09,Rhodobacterales,NA,0.0764,0.0768,0,0.4658,1,0.01,0,0.0853640051761934,GlcNAc + C,3.58277777777778,1.0962,1
"10167",X155,D6,C2R09,Rhodobacterales,NA,0.0849,0.0782,0.0067,0.4658,1,0.0167,0.0275374400397242,0.0853640051761934,GlcNAc + C,22.2055555555556,1.0962,1
"10168",X155,D6,C2R09,Rhodobacterales,NA,0.0997,0.0834,0.0163,0.4658,1,0.0263,0.0853640051761934,0.0853640051761934,GlcNAc + C,27.5258333333333,1.0962,1
"10169",X155,D6,C2R09,Rhodobacterales,NA,0.1799,0.0978,0.0821,0.4658,1,0.0921,0.0677137353625758,0.0853640051761934,GlcNAc + C,46.0347222222222,1.0962,1
"10170",X155,D6,C2R09,Rhodobacterales,NA,0.2072,0.1048,0.1024,0.4658,1,0.1124,0.0512273452717521,0.0853640051761934,GlcNAc + C,49.9230555555556,1.0962,1
"10171",X155,D6,C2R09,Rhodobacterales,NA,1.0962,0.6304,0.4658,0.4658,1,0.4758,0.021496930076201,0.0853640051761934,GlcNAc + C,117.045833333333,1.0962,1
"10172",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0653,0.0653,0,0.2315,1,0.01,NA,0.135529759684503,GlcNAc + C,0,0.464,1
"10173",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0611,0.0623,0,0.2315,1,0.01,0,0.135529759684503,GlcNAc + C,3.58277777777778,0.464,1
"10174",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0733,0.0621,0.0112,0.2315,1,0.0212,0.0403493022174475,0.135529759684503,GlcNAc + C,22.2055555555556,0.464,1
"10175",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.097,0.0634,0.0336,0.2315,1,0.0436,0.135529759684503,0.135529759684503,GlcNAc + C,27.5258333333333,0.464,1
"10176",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.2875,0.0672,0.2203,0.2315,1,0.2303,0.0899203440283639,0.135529759684503,GlcNAc + C,46.0347222222222,0.464,1
"10177",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.2987,0.0672,0.2315,0.2315,1,0.2415,0.0122126016972108,0.135529759684503,GlcNAc + C,49.9230555555556,0.464,1
"10178",X157,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.464,0.2999,0.1641,0.2315,1,0.1741,-0.00487523963030658,0.135529759684503,GlcNAc + C,117.045833333333,0.464,1
"10179",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0668,0.0668,0,0.2907,1,0.01,NA,0.0936741103836451,GlcNAc + C,0,0.6975,1
"10180",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0669,0.0639,0.003,0.2907,1,0.013,0.0732292876479272,0.0936741103836451,GlcNAc + C,3.58277777777778,0.6975,1
"10181",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0763,0.0714,0.0049,0.2907,1,0.0149,0.0073250004439539,0.0936741103836451,GlcNAc + C,22.2055555555556,0.6975,1
"10182",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0849,0.0757,0.0092,0.2907,1,0.0192,0.0476571105255762,0.0936741103836451,GlcNAc + C,27.5258333333333,0.6975,1
"10183",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.1581,0.093,0.0651,0.2907,1,0.0751,0.0736894736320517,0.0936741103836451,GlcNAc + C,46.0347222222222,0.6975,1
"10184",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.1909,0.0928,0.0981,0.2907,1,0.1081,0.0936741103836451,0.0936741103836451,GlcNAc + C,49.9230555555556,0.6975,1
"10185",X159,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.6975,0.4068,0.2907,0.2907,1,0.3007,0.0152415677541882,0.0936741103836451,GlcNAc + C,117.045833333333,0.6975,1
"10186",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0617,0.0617,0,0.2526,1,0.01,NA,0.0946535556259831,GlcNAc + C,0,0.4629,1
"10187",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0634,0.0619,0.0015,0.2526,1,0.0115,0.0390093807218615,0.0946535556259831,GlcNAc + C,3.58277777777778,0.4629,1
"10188",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0764,0.0672,0.0092,0.2526,1,0.0192,0.0275234580888445,0.0946535556259831,GlcNAc + C,22.2055555555556,0.4629,1
"10189",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0774,0.0688,0.0086,0.2526,1,0.0186,-0.00596748884939638,0.0946535556259831,GlcNAc + C,27.5258333333333,0.4629,1
"10190",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.1681,0.0819,0.0862,0.2526,1,0.0962,0.0887826269214344,0.0946535556259831,GlcNAc + C,46.0347222222222,0.4629,1
"10191",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.2098,0.0808,0.129,0.2526,1,0.139,0.0946535556259831,0.0946535556259831,GlcNAc + C,49.9230555555556,0.4629,1
"10192",X161,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.4629,0.2103,0.2526,0.2526,1,0.2626,0.00947752834133476,0.0946535556259831,GlcNAc + C,117.045833333333,0.4629,1
"10193",X163,D10,C3M06,Rhodobacterales,NA,0.0739,0.0739,0,0.0369,0,0,0,0,GlcNAc + C,0,0.2155,1
"10194",X163,D10,C3M06,Rhodobacterales,NA,0.0653,0.0633,0.002,0.0369,0,0.002,0,0,GlcNAc + C,3.58277777777778,0.2155,1
"10195",X163,D10,C3M06,Rhodobacterales,NA,0.077,0.087,0,0.0369,0,0,0,0,GlcNAc + C,22.2055555555556,0.2155,1
"10196",X163,D10,C3M06,Rhodobacterales,NA,0.0806,0.0889,0,0.0369,0,0,0,0,GlcNAc + C,27.5258333333333,0.2155,1
"10197",X163,D10,C3M06,Rhodobacterales,NA,0.1223,0.1075,0.0148,0.0369,0,0.0148,0,0,GlcNAc + C,46.0347222222222,0.2155,1
"10198",X163,D10,C3M06,Rhodobacterales,NA,0.133,0.1113,0.0217,0.0369,0,0.0217,0,0,GlcNAc + C,49.9230555555556,0.2155,1
"10199",X163,D10,C3M06,Rhodobacterales,NA,0.2155,0.1786,0.0369,0.0369,0,0.0369,0,0,GlcNAc + C,117.045833333333,0.2155,1
"10200",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0632,0.0632,0,0.127,1,0.01,NA,0.14820818870655,GlcNAc + C,0,0.4309,1
"10201",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0665,0.0641,0.0024,0.127,1,0.0124,0.0600403912715927,0.14820818870655,GlcNAc + C,3.58277777777778,0.4309,1
"10202",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0714,0.0663,0.00510000000000001,0.127,1,0.0151,0.0105783505318397,0.14820818870655,GlcNAc + C,22.2055555555556,0.4309,1
"10203",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0699,0.068,0.0019,0.127,1,0.0119,-0.0447638927234493,0.14820818870655,GlcNAc + C,27.5258333333333,0.4309,1
"10204",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0882,0.0778,0.0104,0.127,1,0.0204,0.0291209539356116,0.14820818870655,GlcNAc + C,46.0347222222222,0.4309,1
"10205",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.1043,0.078,0.0263,0.127,1,0.0363,0.14820818870655,0.14820818870655,GlcNAc + C,49.9230555555556,0.4309,1
"10206",X165,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.4309,0.3039,0.127,0.127,1,0.137,0.0197870712227442,0.14820818870655,GlcNAc + C,117.045833333333,0.4309,1
"10207",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0609,0.0609,0,0.5092,1,0.01,NA,0.125901087742036,GlcNAc + C,0,0.6787,1
"10208",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0717,0.066,0.0057,0.5092,1,0.0157,0.125901087742036,0.125901087742036,GlcNAc + C,3.58277777777778,0.6787,1
"10209",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0847,0.0682,0.0165,0.5092,1,0.0265,0.0281098784985008,0.125901087742036,GlcNAc + C,22.2055555555556,0.6787,1
"10210",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0862,0.0751,0.0111,0.5092,1,0.0211,-0.0428307885467844,0.125901087742036,GlcNAc + C,27.5258333333333,0.6787,1
"10211",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.1359,0.0827,0.0532,0.5092,1,0.0632,0.0592705087407679,0.125901087742036,GlcNAc + C,46.0347222222222,0.6787,1
"10212",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.1621,0.0832,0.0789,0.5092,1,0.0889,0.0877516951651214,0.125901087742036,GlcNAc + C,49.9230555555556,0.6787,1
"10213",X167,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.6787,0.1695,0.5092,0.5092,1,0.5192,0.0262917757771086,0.125901087742036,GlcNAc + C,117.045833333333,0.6787,1
"10214",X193,E1,C3M11,Flavobacteriales,NA,0.0607,0.0607,0,0.151,1,0.01,NA,0.0413990505755022,GlcNAc + C,0,0.2325,1
"10215",X193,E1,C3M11,Flavobacteriales,NA,0.0633,0.064,0,0.151,1,0.01,0,0.0413990505755022,GlcNAc + C,3.58277777777778,0.2325,1
"10216",X193,E1,C3M11,Flavobacteriales,NA,0.0671,0.0653,0.00180000000000001,0.151,1,0.0118,0.00888774169206269,0.0413990505755022,GlcNAc + C,22.2055555555556,0.2325,1
"10217",X193,E1,C3M11,Flavobacteriales,NA,0.0659,0.0675,0,0.151,1,0.01,-0.0311101121766442,0.0413990505755022,GlcNAc + C,27.5258333333333,0.2325,1
"10218",X193,E1,C3M11,Flavobacteriales,NA,0.0671,0.0719,0,0.151,1,0.01,0,0.0413990505755022,GlcNAc + C,46.0347222222222,0.2325,1
"10219",X193,E1,C3M11,Flavobacteriales,NA,0.0691,0.071,0,0.151,1,0.01,0,0.0413990505755022,GlcNAc + C,49.9230555555556,0.2325,1
"10220",X193,E1,C3M11,Flavobacteriales,NA,0.2325,0.0815,0.151,0.151,1,0.161,0.0413990505755022,0.0413990505755022,GlcNAc + C,117.045833333333,0.2325,1
"10221",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0656,0.0656,0,0.1791,1,0.01,NA,0.153950942733919,GlcNAc + C,0,0.3361,1
"10222",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0636,0.0632,0.000399999999999998,0.1791,1,0.0104,0.0109470125098318,0.153950942733919,GlcNAc + C,3.58277777777778,0.3361,1
"10223",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.116,0.0634,0.0526,0.1791,1,0.0626,0.09638516301798,0.153950942733919,GlcNAc + C,22.2055555555556,0.3361,1
"10224",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.1957,0.0637,0.132,0.1791,1,0.142,0.153950942733919,0.153950942733919,GlcNAc + C,27.5258333333333,0.3361,1
"10225",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.2372,0.075,0.1622,0.1791,1,0.1722,0.0104182123275983,0.153950942733919,GlcNAc + C,46.0347222222222,0.3361,1
"10226",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.2596,0.0805,0.1791,0.1791,1,0.1891,0.0240769953718254,0.153950942733919,GlcNAc + C,49.9230555555556,0.3361,1
"10227",X201,E5,C3R12,Vibrionales,Vibrio sp000272145,0.3361,0.1653,0.1708,0.1791,1,0.1808,-0.000668692941387704,0.153950942733919,GlcNAc + C,117.045833333333,0.3361,1
"10228",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0615,0.0615,0,0.2619,1,0.01,NA,0.179776138138794,GlcNAc + C,0,0.4196,1
"10229",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0624,0.063,0,0.2619,1,0.01,0,0.179776138138794,GlcNAc + C,3.58277777777778,0.4196,1
"10230",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0659,0.0632,0.00269999999999999,0.2619,1,0.0127,0.0128346535260553,0.179776138138794,GlcNAc + C,22.2055555555556,0.4196,1
"10231",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0658,0.0637,0.00209999999999999,0.2619,1,0.0121,-0.00909661917729142,0.179776138138794,GlcNAc + C,27.5258333333333,0.4196,1
"10232",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0899,0.066,0.0239,0.2619,1,0.0339,0.0556602596713494,0.179776138138794,GlcNAc + C,46.0347222222222,0.4196,1
"10233",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.1232,0.065,0.0582,0.2619,1,0.0682,0.179776138138794,0.179776138138794,GlcNAc + C,49.9230555555556,0.4196,1
"10234",X203,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.4196,0.1577,0.2619,0.2619,1,0.2719,0.0206038819097691,0.179776138138794,GlcNAc + C,117.045833333333,0.4196,1
"10235",X205,E7,D2M19,Pseudomonadales,NA,0.0644,0.0644,0,0.0268,0,0,0,0,GlcNAc + C,0,0.2567,1
"10236",X205,E7,D2M19,Pseudomonadales,NA,0.0654,0.0645,0.000899999999999998,0.0268,0,0.000899999999999998,0,0,GlcNAc + C,3.58277777777778,0.2567,1
"10237",X205,E7,D2M19,Pseudomonadales,NA,0.0687,0.0671,0.00159999999999999,0.0268,0,0.00159999999999999,0,0,GlcNAc + C,22.2055555555556,0.2567,1
"10238",X205,E7,D2M19,Pseudomonadales,NA,0.0688,0.0707,0,0.0268,0,0,0,0,GlcNAc + C,27.5258333333333,0.2567,1
"10239",X205,E7,D2M19,Pseudomonadales,NA,0.0746,0.0768,0,0.0268,0,0,0,0,GlcNAc + C,46.0347222222222,0.2567,1
"10240",X205,E7,D2M19,Pseudomonadales,NA,0.0821,0.0737,0.0084,0.0268,0,0.0084,0,0,GlcNAc + C,49.9230555555556,0.2567,1
"10241",X205,E7,D2M19,Pseudomonadales,NA,0.2567,0.2299,0.0268,0.0268,0,0.0268,0,0,GlcNAc + C,117.045833333333,0.2567,1
"10242",X207,E8,D2R05,Alteromonadales,NA,0.0608,0.0608,0,0.1735,1,0.01,NA,0.178986120714437,GlcNAc + C,0,0.3901,1
"10243",X207,E8,D2R05,Alteromonadales,NA,0.062,0.0636,0,0.1735,1,0.01,0,0.178986120714437,GlcNAc + C,3.58277777777778,0.3901,1
"10244",X207,E8,D2R05,Alteromonadales,NA,0.0703,0.0661,0.0042,0.1735,1,0.0142,0.018829461200552,0.178986120714437,GlcNAc + C,22.2055555555556,0.3901,1
"10245",X207,E8,D2R05,Alteromonadales,NA,0.0907,0.0639,0.0268,0.1735,1,0.0368,0.178986120714437,0.178986120714437,GlcNAc + C,27.5258333333333,0.3901,1
"10246",X207,E8,D2R05,Alteromonadales,NA,0.2186,0.0698,0.1488,0.1735,1,0.1588,0.0789970544647818,0.178986120714437,GlcNAc + C,46.0347222222222,0.3901,1
"10247",X207,E8,D2R05,Alteromonadales,NA,0.2446,0.0711,0.1735,0.1735,1,0.1835,0.0371802276935078,0.178986120714437,GlcNAc + C,49.9230555555556,0.3901,1
"10248",X207,E8,D2R05,Alteromonadales,NA,0.3901,0.3168,0.0733,0.1735,1,0.0833,-0.0117659927742635,0.178986120714437,GlcNAc + C,117.045833333333,0.3901,1
"10249",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.0649,0.0649,0,0.0994,1,0.01,NA,0.0712098672307562,GlcNAc + C,0,0.4545,1
"10250",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.0618,0.0605,0.0013,0.0994,1,0.0113,0.0341125351067837,0.0712098672307562,GlcNAc + C,3.58277777777778,0.4545,1
"10251",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.0662,0.063,0.00319999999999999,0.0994,1,0.0132,0.00834537713592236,0.0712098672307562,GlcNAc + C,22.2055555555556,0.4545,1
"10252",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.0678,0.0653,0.0025,0.0994,1,0.0125,-0.0102416053371612,0.0712098672307562,GlcNAc + C,27.5258333333333,0.4545,1
"10253",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.1118,0.0751,0.0367,0.0994,1,0.0467,0.0712098672307562,0.0712098672307562,GlcNAc + C,46.0347222222222,0.4545,1
"10254",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.1199,0.0821,0.0378,0.0994,1,0.0478,0.00598752031441721,0.0712098672307562,GlcNAc + C,49.9230555555556,0.4545,1
"10255",X211,E10,D3M06,Pseudomonadales,Acinetobacter guillouiae,0.4545,0.3551,0.0994,0.0994,1,0.1094,0.0123353841706562,0.0712098672307562,GlcNAc + C,117.045833333333,0.4545,1
"10256",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.0619,0.0619,0,0.1135,1,0.01,NA,0.081393243897682,GlcNAc + C,0,0.2952,1
"10257",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.0642,0.0614,0.00279999999999999,0.1135,1,0.0128,0.0689018669990299,0.081393243897682,GlcNAc + C,3.58277777777778,0.2952,1
"10258",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.0679,0.0622,0.0057,0.1135,1,0.0157,0.0109659012133184,0.081393243897682,GlcNAc + C,22.2055555555556,0.2952,1
"10259",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.0707,0.0654,0.0053,0.1135,1,0.0153,-0.00485085272495922,0.081393243897682,GlcNAc + C,27.5258333333333,0.2952,1
"10260",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.1045,0.0683,0.0362,0.1135,1,0.0462,0.0597079044735486,0.081393243897682,GlcNAc + C,46.0347222222222,0.2952,1
"10261",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.1261,0.0727,0.0534,0.1135,1,0.0634,0.081393243897682,0.081393243897682,GlcNAc + C,49.9230555555556,0.2952,1
"10262",X213,E11,D3M17,Flavobacteriales,Arenibacter palladensis,0.2952,0.1817,0.1135,0.1135,1,0.1235,0.00993369637997313,0.081393243897682,GlcNAc + C,117.045833333333,0.2952,1
"10263",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.0621,0.0621,0,0.3056,1,0.01,NA,0.423504531299012,GlcNAc + C,0,0.4323,1
"10264",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.0977,0.0621,0.0356,0.3056,1,0.0456,0.423504531299012,0.423504531299012,GlcNAc + C,3.58277777777778,0.4323,1
"10265",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.1165,0.0678,0.0487,0.3056,1,0.0587,0.0135603835972877,0.423504531299012,GlcNAc + C,22.2055555555556,0.4323,1
"10266",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.1175,0.0702,0.0473,0.3056,1,0.0573,-0.00453718849308653,0.423504531299012,GlcNAc + C,27.5258333333333,0.4323,1
"10267",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.1253,0.0782,0.0471,0.3056,1,0.0571,-0.000188909614170756,0.423504531299012,GlcNAc + C,46.0347222222222,0.4323,1
"10268",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.143,0.0782,0.0648,0.3056,1,0.0748,0.0694420321436262,0.423504531299012,GlcNAc + C,49.9230555555556,0.4323,1
"10269",X241,F1,D3R04,Alteromonadales,Shewanella sp002873135,0.4323,0.1267,0.3056,0.3056,1,0.3156,0.0214481246404542,0.423504531299012,GlcNAc + C,117.045833333333,0.4323,1
"10270",X245,F3,D3R19,Flavobacteriales,NA,0.0631,0.0631,0,0.0108,0,0,0,0,GlcNAc + C,0,0.0951,0
"10271",X245,F3,D3R19,Flavobacteriales,NA,0.0615,0.0639,0,0.0108,0,0,0,0,GlcNAc + C,3.58277777777778,0.0951,0
"10272",X245,F3,D3R19,Flavobacteriales,NA,0.0658,0.0626,0.00319999999999999,0.0108,0,0.00319999999999999,0,0,GlcNAc + C,22.2055555555556,0.0951,0
"10273",X245,F3,D3R19,Flavobacteriales,NA,0.0638,0.0636,0.000199999999999992,0.0108,0,0.000199999999999992,0,0,GlcNAc + C,27.5258333333333,0.0951,0
"10274",X245,F3,D3R19,Flavobacteriales,NA,0.0625,0.068,0,0.0108,0,0,0,0,GlcNAc + C,46.0347222222222,0.0951,0
"10275",X245,F3,D3R19,Flavobacteriales,NA,0.063,0.0624,0.000600000000000003,0.0108,0,0.000600000000000003,0,0,GlcNAc + C,49.9230555555556,0.0951,0
"10276",X245,F3,D3R19,Flavobacteriales,NA,0.0951,0.0843,0.0108,0.0108,0,0.0108,0,0,GlcNAc + C,117.045833333333,0.0951,0
"10277",X249,F5,E2M18,Vibrionales,NA,0.0652,0.0652,0,0.1734,1,0.01,NA,0.113896178200745,GlcNAc + C,0,0.5183,1
"10278",X249,F5,E2M18,Vibrionales,NA,0.0621,0.0633,0,0.1734,1,0.01,0,0.113896178200745,GlcNAc + C,3.58277777777778,0.5183,1
"10279",X249,F5,E2M18,Vibrionales,NA,0.1401,0.0667,0.0734,0.1734,1,0.0834,0.113896178200745,0.113896178200745,GlcNAc + C,22.2055555555556,0.5183,1
"10280",X249,F5,E2M18,Vibrionales,NA,0.1393,0.0712,0.0681,0.1734,1,0.0781,-0.0123411324110384,0.113896178200745,GlcNAc + C,27.5258333333333,0.5183,1
"10281",X249,F5,E2M18,Vibrionales,NA,0.1986,0.1206,0.078,0.1734,1,0.088,0.00644807791267314,0.113896178200745,GlcNAc + C,46.0347222222222,0.5183,1
"10282",X249,F5,E2M18,Vibrionales,NA,0.2149,0.1291,0.0858,0.1734,1,0.0958,0.0218412011569504,0.113896178200745,GlcNAc + C,49.9230555555556,0.5183,1
"10283",X249,F5,E2M18,Vibrionales,NA,0.5183,0.3449,0.1734,0.1734,1,0.1834,0.00967491060926486,0.113896178200745,GlcNAc + C,117.045833333333,0.5183,1
"10284",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.063,0.063,0,0.0103,0,0,0,0,GlcNAc + C,0,0.1947,1
"10285",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.0625,0.0646,0,0.0103,0,0,0,0,GlcNAc + C,3.58277777777778,0.1947,1
"10286",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.0742,0.0646,0.0096,0.0103,0,0.0096,0,0,GlcNAc + C,22.2055555555556,0.1947,1
"10287",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.0726,0.0662,0.0064,0.0103,0,0.0064,0,0,GlcNAc + C,27.5258333333333,0.1947,1
"10288",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.0782,0.0774,0.000800000000000009,0.0103,0,0.000800000000000009,0,0,GlcNAc + C,46.0347222222222,0.1947,1
"10289",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.0837,0.0811,0.00259999999999999,0.0103,0,0.00259999999999999,0,0,GlcNAc + C,49.9230555555556,0.1947,1
"10290",X251,F6,E2R12,Alteromonadales,Paraglaciecola chathamensis,0.1947,0.1844,0.0103,0.0103,0,0.0103,0,0,GlcNAc + C,117.045833333333,0.1947,1
"10291",X255,F8,E3M02,Rhodobacterales,NA,0.0716,0.0716,0,0.0054,0,0,0,0,GlcNAc + C,0,0.2357,1
"10292",X255,F8,E3M02,Rhodobacterales,NA,0.0837,0.0783,0.0054,0.0054,0,0.0054,0,0,GlcNAc + C,3.58277777777778,0.2357,1
"10293",X255,F8,E3M02,Rhodobacterales,NA,0.1069,0.1069,0,0.0054,0,0,0,0,GlcNAc + C,22.2055555555556,0.2357,1
"10294",X255,F8,E3M02,Rhodobacterales,NA,0.1107,0.1195,0,0.0054,0,0,0,0,GlcNAc + C,27.5258333333333,0.2357,1
"10295",X255,F8,E3M02,Rhodobacterales,NA,0.1339,0.1672,0,0.0054,0,0,0,0,GlcNAc + C,46.0347222222222,0.2357,1
"10296",X255,F8,E3M02,Rhodobacterales,NA,0.1431,0.1764,0,0.0054,0,0,0,0,GlcNAc + C,49.9230555555556,0.2357,1
"10297",X255,F8,E3M02,Rhodobacterales,NA,0.2357,0.2748,0,0.0054,0,0,0,0,GlcNAc + C,117.045833333333,0.2357,1
"10298",X259,F10,E3M18,Flavobacteriales,NA,0.0673,0.0673,0,0.2308,1,0.01,NA,0.0473964535701005,GlcNAc + C,0,0.37,1
"10299",X259,F10,E3M18,Flavobacteriales,NA,0.0621,0.0624,0,0.2308,1,0.01,0,0.0473964535701005,GlcNAc + C,3.58277777777778,0.37,1
"10300",X259,F10,E3M18,Flavobacteriales,NA,0.0651,0.0651,0,0.2308,1,0.01,0,0.0473964535701005,GlcNAc + C,22.2055555555556,0.37,1
"10301",X259,F10,E3M18,Flavobacteriales,NA,0.0659,0.066,0,0.2308,1,0.01,0,0.0473964535701005,GlcNAc + C,27.5258333333333,0.37,1
"10302",X259,F10,E3M18,Flavobacteriales,NA,0.0678,0.0675,0.000299999999999995,0.2308,1,0.0103,0.00159700576404063,0.0473964535701005,GlcNAc + C,46.0347222222222,0.37,1
"10303",X259,F10,E3M18,Flavobacteriales,NA,0.0686,0.0686,0,0.2308,1,0.01,-0.00760192085080407,0.0473964535701005,GlcNAc + C,49.9230555555556,0.37,1
"10304",X259,F10,E3M18,Flavobacteriales,NA,0.37,0.1392,0.2308,0.2308,1,0.2408,0.0473964535701005,0.0473964535701005,GlcNAc + C,117.045833333333,0.37,1
"10305",X291,G2,F1R01,Alteromonadales,Shewanella sp002873615,0.0617,0.0617,0,0.2387,1,0.01,NA,0.0710739638816009,GlcNAc + C,0,0.4459,1
