"timepoints","Strain_Type","Value","Plate","Position","Name","Description","Species","y","Treatment","Highest_Value"
3.6775,"X210",0.0731,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.0712,"Serine - C",0.0731
3.6775,"X212",0.0627,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0689,"Serine - C",0.0689
3.6775,"X214",0.0618,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0614,"Serine - C",0.0618
3.6775,"X216",0.0627,"plate 1","E12","AS88","Alteromonadales",NA,0.0611,"Serine - C",0.0627
3.6775,"X242",0.0666,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0617,"Serine - C",0.0666
3.6775,"X244",0.0618,"plate 1","F2","AS94","Flavobacteriales",NA,0.0608,"Serine - C",0.0618
3.6775,"X246",0.0635,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0716,"Serine - C",0.0716
3.6775,"X250",0.0662,"plate 1","F5","E2M18","Vibrionales",NA,0.0625,"Serine - C",0.0662
3.6775,"X252",0.0696,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0639,"Serine - C",0.0696
3.6775,"X254",0.0643,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0638,"Serine - C",0.0643
3.6775,"X256",0.0741,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0793,"Serine - C",0.0793
3.6775,"X258",0.0606,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0604,"Serine - C",0.0606
3.6775,"X260",0.064,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0612,"Serine - C",0.064
3.6775,"X264",0.0608,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0715,"Serine - C",0.0715
3.6775,"X290",0.0622,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0618,"Serine - C",0.0622
3.6775,"X292",0.0606,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0622,"Serine - C",0.0622
3.6775,"X294",0.0604,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.063,"Serine - C",0.063
3.6775,"X296",0.0611,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0603,"Serine - C",0.0611
3.6775,"X298",0.0637,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0613,"Serine - C",0.0637
3.6775,"X300",0.0626,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0634,"Serine - C",0.0634
3.6775,"X302",0.0631,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0596,"Serine - C",0.0631
3.6775,"X304",0.0629,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0616,"Serine - C",0.0629
3.6775,"X306",0.0739,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0652,"Serine - C",0.0739
3.6775,"X308",0.0622,"plate 1","G10","F3M07","Alteromonadales",NA,0.0661,"Serine - C",0.0661
3.6775,"X310",0.0663,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0649,"Serine - C",0.0663
3.6775,"X312",0.0685,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0609,"Serine - C",0.0685
3.6775,"X338",0.0599,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0725,"Serine - C",0.0725
3.6775,"X340",0.0619,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0652,"Serine - C",0.0652
3.6775,"X342",0.062,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0614,"Serine - C",0.062
3.6775,"X344",0.0625,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0592,"Serine - C",0.0625
3.6775,"X346",0.0671,"plate 1","H5","G3M07","Alteromonadales",NA,0.0638,"Serine - C",0.0671
3.6775,"X348",0.0626,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0602,"Serine - C",0.0626
3.6775,"X350",0.0618,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0624,"Serine - C",0.0624
3.6775,"X352",0.0609,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0811,"Serine - C",0.0811
3.6775,"X354",0.0609,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0589,"Serine - C",0.0609
3.6775,"X356",0.0684,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.0657,"Serine - C",0.0684
3.6775,"X360",0.0603,"plate 1","H12","I2M19","Flavobacteriales",NA,0.087,"Serine - C",0.087
22.2994444444444,"X2",0.0754,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.067,"Serine - C",0.0754
22.2994444444444,"X4",0.0958,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.0795,"Serine - C",0.0958
22.2994444444444,"X6",0.0675,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0627,"Serine - C",0.0675
22.2994444444444,"X8",0.0695,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0634,"Serine - C",0.0695
22.2994444444444,"X10",0.0731,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0657,"Serine - C",0.0731
22.2994444444444,"X12",0.0858,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0615,"Serine - C",0.0858
22.2994444444444,"X14",0.0676,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0625,"Serine - C",0.0676
22.2994444444444,"X16",0.0654,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0614,"Serine - C",0.0654
22.2994444444444,"X18",0.0667,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0614,"Serine - C",0.0667
22.2994444444444,"X20",0.0812,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.077,"Serine - C",0.0812
22.2994444444444,"X22",0.0757,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0667,"Serine - C",0.0757
22.2994444444444,"X24",0.0748,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.0713,"Serine - C",0.0748
22.2994444444444,"X50",0.0726,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0693,"Serine - C",0.0726
22.2994444444444,"X52",0.0675,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.0615,"Serine - C",0.0675
22.2994444444444,"X54",0.0657,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.0667,"Serine - C",0.0667
22.2994444444444,"X56",0.0612,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.061,"Serine - C",0.0612
22.2994444444444,"X58",0.065,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0688,"Serine - C",0.0688
22.2994444444444,"X60",0.0881,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0619,"Serine - C",0.0881
22.2994444444444,"X62",0.0663,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0638,"Serine - C",0.0663
22.2994444444444,"X64",0.0689,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0658,"Serine - C",0.0689
22.2994444444444,"X66",0.0696,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0681,"Serine - C",0.0696
22.2994444444444,"X68",0.0634,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0655,"Serine - C",0.0655
22.2994444444444,"X70",0.0643,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0666,"Serine - C",0.0666
22.2994444444444,"X72",0.0813,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.078,"Serine - C",0.0813
22.2994444444444,"X98",0.0721,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0703,"Serine - C",0.0721
22.2994444444444,"X100",0.0629,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0636,"Serine - C",0.0636
22.2994444444444,"X102",0.0633,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0605,"Serine - C",0.0633
22.2994444444444,"X104",0.0726,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.0733,"Serine - C",0.0733
22.2994444444444,"X106",0.0643,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0631,"Serine - C",0.0643
22.2994444444444,"X108",0.0777,"plate 1","C6","B1R08","Pseudomonadales",NA,0.0783,"Serine - C",0.0783
22.2994444444444,"X110",0.0637,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0632,"Serine - C",0.0637
22.2994444444444,"X112",0.0694,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0756,"Serine - C",0.0756
22.2994444444444,"X114",0.0681,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.0741,"Serine - C",0.0741
22.2994444444444,"X116",0.0705,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0706,"Serine - C",0.0706
22.2994444444444,"X118",0.0757,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.0804,"Serine - C",0.0804
22.2994444444444,"X120",0.0714,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0664,"Serine - C",0.0714
22.2994444444444,"X146",0.0633,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0711,"Serine - C",0.0711
22.2994444444444,"X148",0.0692,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0691,"Serine - C",0.0692
22.2994444444444,"X150",0.0686,"plate 1","D3","B3R02","Alteromonadales",NA,0.0652,"Serine - C",0.0686
22.2994444444444,"X152",0.0655,"plate 1","D4","C2M01","Vibrionales",NA,0.0611,"Serine - C",0.0655
22.2994444444444,"X154",0.0763,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0672,"Serine - C",0.0763
22.2994444444444,"X156",0.0846,"plate 1","D6","C2R09","Rhodobacterales",NA,0.3683,"Serine - C",0.0846
22.2994444444444,"X158",0.0639,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0607,"Serine - C",0.0639
22.2994444444444,"X160",0.071,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.0785,"Serine - C",0.0785
22.2994444444444,"X162",0.0632,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0636,"Serine - C",0.0636
22.2994444444444,"X164",0.0668,"plate 1","D10","C3M06","Rhodobacterales",NA,0.061,"Serine - C",0.0668
22.2994444444444,"X166",0.0691,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0648,"Serine - C",0.0691
22.2994444444444,"X168",0.067,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0665,"Serine - C",0.067
22.2994444444444,"X194",0.065,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0611,"Serine - C",0.065
22.2994444444444,"X198",0.0906,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.097,"Serine - C",0.097
22.2994444444444,"X202",0.066,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0656,"Serine - C",0.066
22.2994444444444,"X204",0.2194,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0644,"Serine - C",0.0644
22.2994444444444,"X206",0.0628,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0638,"Serine - C",0.0638
22.2994444444444,"X208",0.0615,"plate 1","E8","D2R05","Alteromonadales",NA,0.0618,"Serine - C",0.0618
22.2994444444444,"X210",0.0805,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.0831,"Serine - C",0.0831
22.2994444444444,"X212",0.0642,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0692,"Serine - C",0.0692
22.2994444444444,"X214",0.0635,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0606,"Serine - C",0.0635
22.2994444444444,"X216",0.0667,"plate 1","E12","AS88","Alteromonadales",NA,0.0642,"Serine - C",0.0667
22.2994444444444,"X242",0.0684,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0607,"Serine - C",0.0684
22.2994444444444,"X244",0.0608,"plate 1","F2","AS94","Flavobacteriales",NA,0.0605,"Serine - C",0.0608
22.2994444444444,"X246",0.0826,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0663,"Serine - C",0.0826
22.2994444444444,"X250",0.0739,"plate 1","F5","E2M18","Vibrionales",NA,0.0819,"Serine - C",0.0819
22.2994444444444,"X252",0.0732,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0677,"Serine - C",0.0732
22.2994444444444,"X254",0.0643,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0659,"Serine - C",0.0659
22.2994444444444,"X256",0.0859,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0857,"Serine - C",0.0859
22.2994444444444,"X258",0.0634,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0601,"Serine - C",0.0634
22.2994444444444,"X260",0.065,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0678,"Serine - C",0.0678
22.2994444444444,"X264",0.0655,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0753,"Serine - C",0.0753
22.2994444444444,"X290",0.0615,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0618,"Serine - C",0.0618
22.2994444444444,"X292",0.0652,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0652,"Serine - C",0.0652
22.2994444444444,"X294",0.0624,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0634,"Serine - C",0.0634
22.2994444444444,"X296",0.0663,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0633,"Serine - C",0.0663
22.2994444444444,"X298",0.0623,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0606,"Serine - C",0.0623
22.2994444444444,"X300",0.0631,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0625,"Serine - C",0.0631
22.2994444444444,"X302",0.0637,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0606,"Serine - C",0.0637
22.2994444444444,"X304",0.0637,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0631,"Serine - C",0.0637
22.2994444444444,"X306",0.0781,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.068,"Serine - C",0.0781
22.2994444444444,"X308",0.0757,"plate 1","G10","F3M07","Alteromonadales",NA,0.0687,"Serine - C",0.0757
22.2994444444444,"X310",0.0725,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0689,"Serine - C",0.0725
22.2994444444444,"X312",0.0744,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0667,"Serine - C",0.0744
22.2994444444444,"X338",0.0608,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.087,"Serine - C",0.087
22.2994444444444,"X340",0.0638,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0683,"Serine - C",0.0683
22.2994444444444,"X342",0.0649,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0636,"Serine - C",0.0649
22.2994444444444,"X344",0.065,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0626,"Serine - C",0.065
22.2994444444444,"X346",0.0654,"plate 1","H5","G3M07","Alteromonadales",NA,0.0639,"Serine - C",0.0654
22.2994444444444,"X348",0.0639,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0618,"Serine - C",0.0639
22.2994444444444,"X350",0.0629,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0622,"Serine - C",0.0629
22.2994444444444,"X352",0.064,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0681,"Serine - C",0.0681
22.2994444444444,"X354",0.0617,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0616,"Serine - C",0.0617
22.2994444444444,"X356",0.0831,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.1053,"Serine - C",0.1053
22.2994444444444,"X360",0.0639,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0838,"Serine - C",0.0838
27.6241666666667,"X2",0.0748,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0677,"Serine - C",0.0748
27.6241666666667,"X4",0.1084,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.0815,"Serine - C",0.1084
27.6241666666667,"X6",0.0672,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0626,"Serine - C",0.0672
27.6241666666667,"X8",0.0724,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0653,"Serine - C",0.0724
27.6241666666667,"X10",0.0859,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0737,"Serine - C",0.0859
27.6241666666667,"X12",0.087,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0625,"Serine - C",0.087
27.6241666666667,"X14",0.0699,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0652,"Serine - C",0.0699
27.6241666666667,"X16",0.0657,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0624,"Serine - C",0.0657
27.6241666666667,"X18",0.0701,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0635,"Serine - C",0.0701
27.6241666666667,"X20",0.0823,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0763,"Serine - C",0.0823
27.6241666666667,"X22",0.0782,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0711,"Serine - C",0.0782
27.6241666666667,"X24",0.0779,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.0715,"Serine - C",0.0779
27.6241666666667,"X50",0.0732,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0682,"Serine - C",0.0732
27.6241666666667,"X52",0.0687,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.0641,"Serine - C",0.0687
27.6241666666667,"X54",0.075,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.0703,"Serine - C",0.075
27.6241666666667,"X56",0.0638,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0628,"Serine - C",0.0638
27.6241666666667,"X58",0.0676,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.068,"Serine - C",0.068
27.6241666666667,"X60",0.0902,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0644,"Serine - C",0.0902
27.6241666666667,"X62",0.0669,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0649,"Serine - C",0.0669
27.6241666666667,"X64",0.0702,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0686,"Serine - C",0.0702
27.6241666666667,"X66",0.0704,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0709,"Serine - C",0.0709
27.6241666666667,"X68",0.066,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0651,"Serine - C",0.066
27.6241666666667,"X70",0.0666,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0678,"Serine - C",0.0678
27.6241666666667,"X72",0.1024,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.1057,"Serine - C",0.1057
27.6241666666667,"X98",0.0784,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0736,"Serine - C",0.0784
27.6241666666667,"X100",0.0636,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0634,"Serine - C",0.0636
27.6241666666667,"X102",0.0632,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.062,"Serine - C",0.0632
27.6241666666667,"X104",0.0787,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.0774,"Serine - C",0.0787
27.6241666666667,"X106",0.0666,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0659,"Serine - C",0.0666
27.6241666666667,"X108",0.0864,"plate 1","C6","B1R08","Pseudomonadales",NA,0.0903,"Serine - C",0.0903
27.6241666666667,"X110",0.0656,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0648,"Serine - C",0.0656
27.6241666666667,"X112",0.0748,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0804,"Serine - C",0.0804
27.6241666666667,"X114",0.0816,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.0932,"Serine - C",0.0932
27.6241666666667,"X116",0.0764,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0791,"Serine - C",0.0791
27.6241666666667,"X118",0.1005,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.1053,"Serine - C",0.1053
27.6241666666667,"X120",0.0745,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0694,"Serine - C",0.0745
27.6241666666667,"X146",0.063,"plate 1","D1","B3M08","Rhodobacterales",NA,0.065,"Serine - C",0.065
27.6241666666667,"X148",0.0689,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0665,"Serine - C",0.0689
27.6241666666667,"X150",0.0676,"plate 1","D3","B3R02","Alteromonadales",NA,0.0645,"Serine - C",0.0676
27.6241666666667,"X152",0.0665,"plate 1","D4","C2M01","Vibrionales",NA,0.0602,"Serine - C",0.0665
27.6241666666667,"X154",0.0803,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0694,"Serine - C",0.0803
27.6241666666667,"X156",0.0879,"plate 1","D6","C2R09","Rhodobacterales",NA,0.3356,"Serine - C",0.0879
27.6241666666667,"X158",0.0644,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.063,"Serine - C",0.0644
27.6241666666667,"X160",0.0813,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.0903,"Serine - C",0.0903
27.6241666666667,"X162",0.0648,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0662,"Serine - C",0.0662
27.6241666666667,"X164",0.0667,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0637,"Serine - C",0.0667
27.6241666666667,"X166",0.0734,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0702,"Serine - C",0.0734
27.6241666666667,"X168",0.0709,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0722,"Serine - C",0.0722
27.6241666666667,"X194",0.0646,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0616,"Serine - C",0.0646
27.6241666666667,"X198",0.0951,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.097,"Serine - C",0.097
27.6241666666667,"X202",0.0673,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0659,"Serine - C",0.0673
27.6241666666667,"X204",0.2078,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0656,"Serine - C",0.0656
27.6241666666667,"X206",0.0651,"plate 1","E7","D2M19","Pseudomonadales",NA,0.065,"Serine - C",0.0651
27.6241666666667,"X208",0.0638,"plate 1","E8","D2R05","Alteromonadales",NA,0.0623,"Serine - C",0.0638
27.6241666666667,"X210",0.089,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.0903,"Serine - C",0.0903
27.6241666666667,"X212",0.0655,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0695,"Serine - C",0.0695
27.6241666666667,"X214",0.0654,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0626,"Serine - C",0.0654
27.6241666666667,"X216",0.0681,"plate 1","E12","AS88","Alteromonadales",NA,0.0666,"Serine - C",0.0681
27.6241666666667,"X242",0.0672,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0599,"Serine - C",0.0672
27.6241666666667,"X244",0.0631,"plate 1","F2","AS94","Flavobacteriales",NA,0.0616,"Serine - C",0.0631
27.6241666666667,"X246",0.089,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0681,"Serine - C",0.089
27.6241666666667,"X250",0.0868,"plate 1","F5","E2M18","Vibrionales",NA,0.101,"Serine - C",0.101
27.6241666666667,"X252",0.0745,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0674,"Serine - C",0.0745
27.6241666666667,"X254",0.0632,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0657,"Serine - C",0.0657
27.6241666666667,"X256",0.0871,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0888,"Serine - C",0.0888
27.6241666666667,"X258",0.0642,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0628,"Serine - C",0.0642
27.6241666666667,"X260",0.0676,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0713,"Serine - C",0.0713
27.6241666666667,"X264",0.0683,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0747,"Serine - C",0.0747
27.6241666666667,"X290",0.0625,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0625,"Serine - C",0.0625
27.6241666666667,"X292",0.0663,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0643,"Serine - C",0.0663
27.6241666666667,"X294",0.0635,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0645,"Serine - C",0.0645
27.6241666666667,"X296",0.0663,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0649,"Serine - C",0.0663
27.6241666666667,"X298",0.063,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0608,"Serine - C",0.063
27.6241666666667,"X300",0.0628,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0631,"Serine - C",0.0631
27.6241666666667,"X302",0.0639,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0647,"Serine - C",0.0647
27.6241666666667,"X304",0.0661,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0648,"Serine - C",0.0661
27.6241666666667,"X306",0.0784,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0703,"Serine - C",0.0784
27.6241666666667,"X308",0.0653,"plate 1","G10","F3M07","Alteromonadales",NA,0.0721,"Serine - C",0.0721
27.6241666666667,"X310",0.0759,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0755,"Serine - C",0.0759
27.6241666666667,"X312",0.0755,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0688,"Serine - C",0.0755
27.6241666666667,"X338",0.0623,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0759,"Serine - C",0.0759
27.6241666666667,"X340",0.0653,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0698,"Serine - C",0.0698
27.6241666666667,"X342",0.0638,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0644,"Serine - C",0.0644
27.6241666666667,"X344",0.0688,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0676,"Serine - C",0.0688
27.6241666666667,"X346",0.0686,"plate 1","H5","G3M07","Alteromonadales",NA,0.0665,"Serine - C",0.0686
27.6241666666667,"X348",0.0652,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.065,"Serine - C",0.0652
